District_name,Reg_users,Pincodes,Reg_users_pin,Quater,Year,State
chandigarh,448572,160047,45337,2,2021,chandigarh
chandigarh,448572,160022,34573,2,2021,chandigarh
chandigarh,448572,160014,32068,2,2021,chandigarh
chandigarh,448572,160015,16673,2,2021,chandigarh
chandigarh,448572,160030,16402,2,2021,chandigarh
chandigarh,448572,160011,15925,2,2021,chandigarh
chandigarh,448572,160019,15784,2,2021,chandigarh
chandigarh,480463,160101,68033,3,2021,chandigarh
chandigarh,480463,160002,58992,3,2021,chandigarh
chandigarh,480463,160036,50920,3,2021,chandigarh
chandigarh,480463,160047,48505,3,2021,chandigarh
chandigarh,480463,160022,36978,3,2021,chandigarh
chandigarh,480463,160014,34469,3,2021,chandigarh
chandigarh,480463,160015,17785,3,2021,chandigarh
chandigarh,480463,160030,17596,3,2021,chandigarh
chandigarh,480463,160011,16987,3,2021,chandigarh
chandigarh,480463,160019,16871,3,2021,chandigarh
chandigarh,512092,160101,72637,4,2021,chandigarh
chandigarh,512092,160002,62969,4,2021,chandigarh
chandigarh,512092,160036,54223,4,2021,chandigarh
chandigarh,512092,160047,51660,4,2021,chandigarh
chandigarh,512092,160022,39282,4,2021,chandigarh
chandigarh,512092,160014,36857,4,2021,chandigarh
chandigarh,512092,160015,18899,4,2021,chandigarh
chandigarh,512092,160030,18735,4,2021,chandigarh
chandigarh,512092,160011,18061,4,2021,chandigarh
chandigarh,512092,160019,17944,4,2021,chandigarh
chandigarh,541549,160101,76960,1,2022,chandigarh
chandigarh,541549,160002,66680,1,2022,chandigarh
chandigarh,541549,160036,57265,1,2022,chandigarh
chandigarh,541549,160047,54598,1,2022,chandigarh
chandigarh,541549,160022,41445,1,2022,chandigarh
chandigarh,541549,160014,39045,1,2022,chandigarh
chandigarh,541549,160015,19940,1,2022,chandigarh
chandigarh,541549,160030,19799,1,2022,chandigarh
chandigarh,541549,160011,19085,1,2022,chandigarh
chandigarh,541549,160019,18943,1,2022,chandigarh
chandigarh,569582,160101,81030,2,2022,chandigarh
chandigarh,569582,160002,70202,2,2022,chandigarh
chandigarh,569582,160036,60207,2,2022,chandigarh
chandigarh,569582,160047,57439,2,2022,chandigarh
chandigarh,569582,160022,43479,2,2022,chandigarh
chandigarh,569582,160014,41121,2,2022,chandigarh
chandigarh,569582,160015,20944,2,2022,chandigarh
chandigarh,569582,160030,20822,2,2022,chandigarh
chandigarh,569582,160011,20043,2,2022,chandigarh
chandigarh,569582,160019,19907,2,2022,chandigarh
chandigarh,598698,160101,85368,3,2022,chandigarh
chandigarh,598698,160002,73870,3,2022,chandigarh
chandigarh,598698,160036,63231,3,2022,chandigarh
chandigarh,598698,160047,60295,3,2022,chandigarh
chandigarh,598698,160022,45609,3,2022,chandigarh
chandigarh,598698,160014,43314,3,2022,chandigarh
chandigarh,598698,160015,21953,3,2022,chandigarh
chandigarh,598698,160030,21889,3,2022,chandigarh
chandigarh,598698,160011,21003,3,2022,chandigarh
chandigarh,598698,160019,20886,3,2022,chandigarh
chandigarh,627563,160101,89650,4,2022,chandigarh
chandigarh,627563,160002,77592,4,2022,chandigarh
chandigarh,627563,160036,66174,4,2022,chandigarh
chandigarh,627563,160047,63191,4,2022,chandigarh
chandigarh,627563,160022,47654,4,2022,chandigarh
chandigarh,627563,160014,45488,4,2022,chandigarh
chandigarh,627563,160015,22959,4,2022,chandigarh
chandigarh,627563,160030,22922,4,2022,chandigarh
chandigarh,627563,160011,22005,4,2022,chandigarh
chandigarh,627563,160019,21875,4,2022,chandigarh
mahasamund,19608,492001,33697,1,2018,chhattisgarh
mahasamund,19608,495001,31414,1,2018,chhattisgarh
mahasamund,19608,497001,17641,1,2018,chhattisgarh
mahasamund,19608,491001,16037,1,2018,chhattisgarh
mahasamund,19608,496005,14858,1,2018,chhattisgarh
mahasamund,19608,490023,14149,1,2018,chhattisgarh
mahasamund,19608,490006,13820,1,2018,chhattisgarh
mahasamund,19608,491441,13502,1,2018,chhattisgarh
mahasamund,19608,492009,12380,1,2018,chhattisgarh
mahasamund,19608,495450,11340,1,2018,chhattisgarh
mahasamund,28208,492001,46075,2,2018,chhattisgarh
mahasamund,28208,495001,42241,2,2018,chhattisgarh
mahasamund,28208,497001,24183,2,2018,chhattisgarh
mahasamund,28208,491001,21986,2,2018,chhattisgarh
mahasamund,28208,496005,20104,2,2018,chhattisgarh
mahasamund,28208,490023,19029,2,2018,chhattisgarh
mahasamund,28208,491441,18770,2,2018,chhattisgarh
mahasamund,28208,490006,18260,2,2018,chhattisgarh
mahasamund,28208,492009,16914,2,2018,chhattisgarh
mahasamund,28208,495450,15410,2,2018,chhattisgarh
mahasamund,36628,492001,56931,3,2018,chhattisgarh
mahasamund,36628,495001,51338,3,2018,chhattisgarh
mahasamund,36628,497001,31248,3,2018,chhattisgarh
mahasamund,36628,491001,26913,3,2018,chhattisgarh
mahasamund,36628,496005,24939,3,2018,chhattisgarh
mahasamund,36628,491441,23726,3,2018,chhattisgarh
mahasamund,36628,490023,22719,3,2018,chhattisgarh
mahasamund,36628,490006,21320,3,2018,chhattisgarh
mahasamund,36628,492009,20833,3,2018,chhattisgarh
mahasamund,36628,495450,19323,3,2018,chhattisgarh
mahasamund,47626,492001,70803,4,2018,chhattisgarh
mahasamund,47626,495001,63849,4,2018,chhattisgarh
mahasamund,47626,497001,39828,4,2018,chhattisgarh
mahasamund,47626,491001,33311,4,2018,chhattisgarh
mahasamund,47626,496005,31493,4,2018,chhattisgarh
mahasamund,47626,491441,29687,4,2018,chhattisgarh
mahasamund,47626,490023,27817,4,2018,chhattisgarh
mahasamund,47626,492009,26001,4,2018,chhattisgarh
mahasamund,47626,490006,25695,4,2018,chhattisgarh
mahasamund,47626,495450,24526,4,2018,chhattisgarh
mahasamund,56953,492001,86083,1,2019,chhattisgarh
mahasamund,56953,495001,75175,1,2019,chhattisgarh
mahasamund,56953,497001,47425,1,2019,chhattisgarh
mahasamund,56953,491001,40489,1,2019,chhattisgarh
mahasamund,56953,496005,37229,1,2019,chhattisgarh
mahasamund,56953,491441,35384,1,2019,chhattisgarh
mahasamund,56953,490023,33849,1,2019,chhattisgarh
mahasamund,56953,492009,32208,1,2019,chhattisgarh
mahasamund,56953,490006,30575,1,2019,chhattisgarh
mahasamund,56953,495450,28696,1,2019,chhattisgarh
mahasamund,65492,492001,101202,2,2019,chhattisgarh
mahasamund,65492,495001,83752,2,2019,chhattisgarh
mahasamund,65492,497001,53805,2,2019,chhattisgarh
mahasamund,65492,491001,47000,2,2019,chhattisgarh
mahasamund,65492,496005,41612,2,2019,chhattisgarh
mahasamund,65492,491441,40731,2,2019,chhattisgarh
mahasamund,65492,490023,38778,2,2019,chhattisgarh
mahasamund,65492,492009,37269,2,2019,chhattisgarh
mahasamund,65492,490006,34533,2,2019,chhattisgarh
mahasamund,65492,495450,31991,2,2019,chhattisgarh
mahasamund,72039,492001,114627,3,2019,chhattisgarh
mahasamund,72039,495001,91881,3,2019,chhattisgarh
mahasamund,72039,497001,60207,3,2019,chhattisgarh
mahasamund,72039,491001,53426,3,2019,chhattisgarh
mahasamund,72039,496005,45607,3,2019,chhattisgarh
mahasamund,72039,491441,45344,3,2019,chhattisgarh
mahasamund,72039,490023,43443,3,2019,chhattisgarh
mahasamund,72039,492009,41984,3,2019,chhattisgarh
mahasamund,72039,490006,38436,3,2019,chhattisgarh
mahasamund,72039,495450,35125,3,2019,chhattisgarh
mahasamund,80893,492001,126984,4,2019,chhattisgarh
mahasamund,80893,495001,101245,4,2019,chhattisgarh
mahasamund,80893,497001,67647,4,2019,chhattisgarh
mahasamund,80893,491001,59454,4,2019,chhattisgarh
mahasamund,80893,491441,50228,4,2019,chhattisgarh
mahasamund,80893,496005,49927,4,2019,chhattisgarh
mahasamund,80893,490023,47785,4,2019,chhattisgarh
mahasamund,80893,492009,46345,4,2019,chhattisgarh
mahasamund,80893,490006,42008,4,2019,chhattisgarh
mahasamund,80893,495450,38901,4,2019,chhattisgarh
mahasamund,89942,492001,140048,1,2020,chhattisgarh
mahasamund,89942,495001,110715,1,2020,chhattisgarh
mahasamund,89942,497001,74566,1,2020,chhattisgarh
mahasamund,89942,491001,65631,1,2020,chhattisgarh
mahasamund,89942,491441,55399,1,2020,chhattisgarh
mahasamund,89942,496005,54386,1,2020,chhattisgarh
mahasamund,89942,490023,52266,1,2020,chhattisgarh
mahasamund,89942,492009,51146,1,2020,chhattisgarh
mahasamund,89942,490006,45425,1,2020,chhattisgarh
mahasamund,89942,495450,42930,1,2020,chhattisgarh
mahasamund,103117,492001,151787,2,2020,chhattisgarh
mahasamund,103117,495001,120117,2,2020,chhattisgarh
mahasamund,103117,497001,83017,2,2020,chhattisgarh
mahasamund,103117,491001,72228,2,2020,chhattisgarh
mahasamund,103117,491441,62172,2,2020,chhattisgarh
mahasamund,103117,496005,59452,2,2020,chhattisgarh
mahasamund,103117,490023,56411,2,2020,chhattisgarh
mahasamund,103117,492009,55679,2,2020,chhattisgarh
mahasamund,103117,490006,48734,2,2020,chhattisgarh
mahasamund,103117,495450,47509,2,2020,chhattisgarh
mahasamund,116370,492001,164803,3,2020,chhattisgarh
mahasamund,116370,495001,131279,3,2020,chhattisgarh
mahasamund,116370,497001,92438,3,2020,chhattisgarh
mahasamund,116370,491001,79505,3,2020,chhattisgarh
mahasamund,116370,491441,69637,3,2020,chhattisgarh
mahasamund,116370,496005,65408,3,2020,chhattisgarh
mahasamund,116370,490023,61657,3,2020,chhattisgarh
mahasamund,116370,492009,60889,3,2020,chhattisgarh
mahasamund,116370,490006,52709,3,2020,chhattisgarh
mahasamund,116370,495450,52395,3,2020,chhattisgarh
mahasamund,129536,492001,178877,4,2020,chhattisgarh
mahasamund,129536,495001,143559,4,2020,chhattisgarh
mahasamund,129536,497001,101713,4,2020,chhattisgarh
mahasamund,129536,491001,87076,4,2020,chhattisgarh
mahasamund,129536,491441,77139,4,2020,chhattisgarh
mahasamund,129536,496005,71047,4,2020,chhattisgarh
mahasamund,129536,490023,67026,4,2020,chhattisgarh
mahasamund,129536,492009,66591,4,2020,chhattisgarh
mahasamund,129536,495450,57457,4,2020,chhattisgarh
mahasamund,129536,490006,57129,4,2020,chhattisgarh
mahasamund,139572,492001,192280,1,2021,chhattisgarh
mahasamund,139572,495001,154709,1,2021,chhattisgarh
mahasamund,139572,497001,109875,1,2021,chhattisgarh
mahasamund,139572,491001,93667,1,2021,chhattisgarh
mahasamund,139572,491441,83189,1,2021,chhattisgarh
mahasamund,139572,496005,76306,1,2021,chhattisgarh
mahasamund,139572,490023,71859,1,2021,chhattisgarh
mahasamund,139572,492009,71684,1,2021,chhattisgarh
mahasamund,139572,495450,61932,1,2021,chhattisgarh
mahasamund,139572,494001,61107,1,2021,chhattisgarh
mahasamund,149983,492001,205399,2,2021,chhattisgarh
mahasamund,149983,495001,165049,2,2021,chhattisgarh
mahasamund,149983,497001,117695,2,2021,chhattisgarh
mahasamund,149983,491001,99908,2,2021,chhattisgarh
mahasamund,149983,491441,88935,2,2021,chhattisgarh
mahasamund,149983,496005,81517,2,2021,chhattisgarh
mahasamund,149983,492009,76560,2,2021,chhattisgarh
mahasamund,149983,490023,76521,2,2021,chhattisgarh
mahasamund,149983,495450,66184,2,2021,chhattisgarh
mahasamund,149983,494001,65456,2,2021,chhattisgarh
mahasamund,161893,492001,219691,3,2021,chhattisgarh
mahasamund,161893,495001,176348,3,2021,chhattisgarh
mahasamund,161893,497001,126575,3,2021,chhattisgarh
mahasamund,161893,491001,106903,3,2021,chhattisgarh
mahasamund,161893,491441,95381,3,2021,chhattisgarh
mahasamund,161893,496005,87358,3,2021,chhattisgarh
mahasamund,161893,492009,81992,3,2021,chhattisgarh
mahasamund,161893,490023,81694,3,2021,chhattisgarh
mahasamund,161893,495450,70959,3,2021,chhattisgarh
mahasamund,161893,494001,70221,3,2021,chhattisgarh
mahasamund,173519,492001,234198,4,2021,chhattisgarh
mahasamund,173519,495001,187901,4,2021,chhattisgarh
mahasamund,173519,497001,135215,4,2021,chhattisgarh
mahasamund,173519,491001,113772,4,2021,chhattisgarh
mahasamund,173519,491441,101670,4,2021,chhattisgarh
mahasamund,173519,496005,93194,4,2021,chhattisgarh
mahasamund,173519,492009,87424,4,2021,chhattisgarh
mahasamund,173519,490023,86886,4,2021,chhattisgarh
mahasamund,173519,495450,75706,4,2021,chhattisgarh
mahasamund,173519,494001,74989,4,2021,chhattisgarh
mahasamund,185227,492001,247599,1,2022,chhattisgarh
mahasamund,185227,495001,198702,1,2022,chhattisgarh
mahasamund,185227,497001,143644,1,2022,chhattisgarh
mahasamund,185227,491001,120368,1,2022,chhattisgarh
mahasamund,185227,491441,107760,1,2022,chhattisgarh
mahasamund,185227,496005,98838,1,2022,chhattisgarh
mahasamund,185227,492009,92386,1,2022,chhattisgarh
mahasamund,185227,490023,91792,1,2022,chhattisgarh
mahasamund,185227,495450,80200,1,2022,chhattisgarh
mahasamund,185227,494001,79440,1,2022,chhattisgarh
mahasamund,195406,492001,260351,2,2022,chhattisgarh
mahasamund,195406,495001,209069,2,2022,chhattisgarh
mahasamund,195406,497001,151503,2,2022,chhattisgarh
mahasamund,195406,491001,126583,2,2022,chhattisgarh
mahasamund,195406,491441,113505,2,2022,chhattisgarh
mahasamund,195406,496005,104122,2,2022,chhattisgarh
mahasamund,195406,492009,97149,2,2022,chhattisgarh
mahasamund,195406,490023,96605,2,2022,chhattisgarh
mahasamund,195406,495450,84459,2,2022,chhattisgarh
mahasamund,195406,494001,83653,2,2022,chhattisgarh
mahasamund,205270,492001,273586,3,2022,chhattisgarh
mahasamund,205270,495001,219881,3,2022,chhattisgarh
mahasamund,205270,497001,159641,3,2022,chhattisgarh
mahasamund,205270,491001,133077,3,2022,chhattisgarh
mahasamund,205270,491441,119363,3,2022,chhattisgarh
mahasamund,205270,496005,109817,3,2022,chhattisgarh
mahasamund,205270,492009,102118,3,2022,chhattisgarh
mahasamund,205270,490023,101541,3,2022,chhattisgarh
mahasamund,205270,495450,88925,3,2022,chhattisgarh
mahasamund,205270,494001,88104,3,2022,chhattisgarh
mahasamund,213189,492001,286884,4,2022,chhattisgarh
mahasamund,213189,495001,230659,4,2022,chhattisgarh
mahasamund,213189,497001,167148,4,2022,chhattisgarh
mahasamund,213189,491001,139295,4,2022,chhattisgarh
mahasamund,213189,491441,124619,4,2022,chhattisgarh
mahasamund,213189,496005,115217,4,2022,chhattisgarh
mahasamund,213189,492009,107033,4,2022,chhattisgarh
mahasamund,213189,490023,106532,4,2022,chhattisgarh
mahasamund,213189,495450,93326,4,2022,chhattisgarh
mahasamund,213189,494001,92244,4,2022,chhattisgarh
diu,2553,396230,26888,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,396210,12153,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,396215,6390,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,396235,5140,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,362520,1330,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,362571,767,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,362540,365,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,396220,134,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,2553,362570,91,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,396230,36053,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,396210,16275,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,396215,8687,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,396235,7032,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,362520,1728,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,362571,930,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,362540,463,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,396220,182,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3229,362570,108,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,396230,46381,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,396210,20999,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,396215,11408,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,396235,9245,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,362520,2056,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,362571,1076,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,362540,573,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,396220,244,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,3830,362570,125,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,396230,58055,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,396210,27039,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,396215,14722,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,396235,11778,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,362520,2456,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,362571,1336,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,362540,686,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,396220,308,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,4609,362570,131,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,396230,69568,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,396210,32703,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,396215,18018,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,396235,14419,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,362520,2879,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,362571,1582,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,362540,842,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,396220,372,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,5452,362570,149,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,396230,78132,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,396210,37160,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,396215,20428,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,396235,16250,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,362520,3291,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,362571,1785,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,362540,947,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,396220,417,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6193,362570,170,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,396230,87039,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,396210,41395,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,396215,22996,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,396235,18290,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,362520,3618,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,362571,1908,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,362540,1044,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,396220,463,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,6746,362570,176,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,396230,97116,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,396210,46041,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,396215,25932,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,396235,20689,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,362520,3953,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,362571,2041,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,362540,1138,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,396220,497,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7323,362570,191,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,396230,107112,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,396210,50829,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,396215,28959,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,396235,23143,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,362520,4269,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,362571,2223,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,362540,1217,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,396220,541,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,7912,362570,203,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,396230,119858,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,396210,56796,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,396215,32569,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,396235,26145,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,362520,4635,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,362571,2541,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,362540,1398,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,396220,651,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,8795,362570,221,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,396230,131460,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,396210,61967,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,396215,35428,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,396235,28723,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,362520,5010,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,362571,2821,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,362540,1581,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,396220,713,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,9655,362570,243,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,396230,145541,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,396210,68594,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,396215,39109,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,396235,31891,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,362520,5447,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,362571,3079,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,362540,1750,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,396220,808,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,10550,362570,274,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,396230,157679,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,396210,74340,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,396215,42510,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,396235,34583,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,362520,5885,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,362571,3337,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,362540,1890,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,396220,878,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,11406,362570,294,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,396230,169433,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,396210,79673,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,396215,45646,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,396235,37083,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,362520,6307,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,362571,3577,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,362540,2027,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,396220,939,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,12220,362570,309,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,396230,182708,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,396210,85704,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,396215,49261,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,396235,40023,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,362520,6787,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,362571,3850,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,362540,2189,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,396220,1011,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,13167,362570,341,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,396230,196135,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,396210,91807,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,396215,52915,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,396235,42975,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,362520,7231,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,362571,4107,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,362540,2349,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,396220,1084,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14047,362570,360,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,396230,208830,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,396210,97488,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,396215,56396,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,396235,45747,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,362520,7714,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,362571,4360,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,362540,2504,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,396220,1145,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,14964,362570,386,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,396230,220980,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,396210,103014,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,396215,59641,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,396235,48364,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,362520,8149,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,362571,4611,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,362540,2642,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,396220,1206,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
diu,15811,362570,409,2,2022,dadra-&-nagar-haveli-&-daman-&-diu
